score,parameters
1343.0,"{'mds_recall_warning_threshold': 39033, 'mds_dir_max_commit_size': 28, 'mds_recall_max_caps': 7457, 'mds_session_cache_liveness_magnitude': 20, 'bluestore_fsck_read_bytes_cap': 87108127, 'osd_tier_default_cache_hit_set_count': 6, 'osd_target_transaction_size': 34, 'mds_min_caps_per_client': 481, 'rbd_readahead_max_bytes': 535666, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.5449680631515983}"
1507.0,"{'mds_recall_warning_threshold': 85998, 'mds_dir_max_commit_size': 24, 'mds_recall_max_caps': 5537, 'mds_session_cache_liveness_magnitude': 19, 'bluestore_fsck_read_bytes_cap': 87107763, 'osd_tier_default_cache_hit_set_count': 8, 'osd_target_transaction_size': 42, 'mds_min_caps_per_client': 428, 'rbd_readahead_max_bytes': 524460, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.8949856121730948}"
1273.0,"{'mds_recall_warning_threshold': 70415, 'mds_dir_max_commit_size': 22, 'mds_recall_max_caps': 7743, 'mds_session_cache_liveness_magnitude': 19, 'bluestore_fsck_read_bytes_cap': 87100362, 'osd_tier_default_cache_hit_set_count': 8, 'osd_target_transaction_size': 42, 'mds_min_caps_per_client': 478, 'rbd_readahead_max_bytes': 531270, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.9632898569318609}"
324.0,"{'mds_recall_warning_threshold': 80989, 'mds_dir_max_commit_size': 24, 'mds_recall_max_caps': 7855, 'mds_session_cache_liveness_magnitude': 20, 'bluestore_fsck_read_bytes_cap': 87102190, 'osd_tier_default_cache_hit_set_count': 7, 'osd_target_transaction_size': 47, 'mds_min_caps_per_client': 500, 'rbd_readahead_max_bytes': 1215911, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.8091709548032139}"
1507.0,"{'mds_recall_warning_threshold': 71868, 'mds_dir_max_commit_size': 30, 'mds_recall_max_caps': 5879, 'mds_session_cache_liveness_magnitude': 16, 'bluestore_fsck_read_bytes_cap': 87103887, 'osd_tier_default_cache_hit_set_count': 8, 'osd_target_transaction_size': 36, 'mds_min_caps_per_client': 465, 'rbd_readahead_max_bytes': 524516, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.30190102461095686}"
1341.0,"{'mds_recall_warning_threshold': 84713, 'mds_dir_max_commit_size': 30, 'mds_recall_max_caps': 6414, 'mds_session_cache_liveness_magnitude': 19, 'bluestore_fsck_read_bytes_cap': 87100624, 'osd_tier_default_cache_hit_set_count': 7, 'osd_target_transaction_size': 36, 'mds_min_caps_per_client': 493, 'rbd_readahead_max_bytes': 544081, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.2136220720224171}"
890.0,"{'mds_recall_warning_threshold': 85473, 'mds_dir_max_commit_size': 29, 'mds_recall_max_caps': 5186, 'mds_session_cache_liveness_magnitude': 18, 'bluestore_fsck_read_bytes_cap': 87104320, 'osd_tier_default_cache_hit_set_count': 4, 'osd_target_transaction_size': 38, 'mds_min_caps_per_client': 467, 'rbd_readahead_max_bytes': 574976, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.11014561932611788}"
1650.0,"{'mds_recall_warning_threshold': 38916, 'mds_dir_max_commit_size': 30, 'mds_recall_max_caps': 5039, 'mds_session_cache_liveness_magnitude': 18, 'bluestore_fsck_read_bytes_cap': 87108830, 'osd_tier_default_cache_hit_set_count': 6, 'osd_target_transaction_size': 36, 'mds_min_caps_per_client': 482, 'rbd_readahead_max_bytes': 525620, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.20304703787156025}"
1255.0,"{'mds_recall_warning_threshold': 84855, 'mds_dir_max_commit_size': 30, 'mds_recall_max_caps': 6590, 'mds_session_cache_liveness_magnitude': 12, 'bluestore_fsck_read_bytes_cap': 87108723, 'osd_tier_default_cache_hit_set_count': 8, 'osd_target_transaction_size': 48, 'mds_min_caps_per_client': 500, 'rbd_readahead_max_bytes': 589418, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.29018419282470265}"
1655.0,"{'mds_recall_warning_threshold': 62510, 'mds_dir_max_commit_size': 28, 'mds_recall_max_caps': 5825, 'mds_session_cache_liveness_magnitude': 15, 'bluestore_fsck_read_bytes_cap': 87104888, 'osd_tier_default_cache_hit_set_count': 8, 'osd_target_transaction_size': 48, 'mds_min_caps_per_client': 483, 'rbd_readahead_max_bytes': 547935, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.6690514618295302}"
820.0,"{'mds_recall_warning_threshold': 66431, 'mds_dir_max_commit_size': 28, 'mds_recall_max_caps': 5819, 'mds_session_cache_liveness_magnitude': 16, 'bluestore_fsck_read_bytes_cap': 87108848, 'osd_tier_default_cache_hit_set_count': 8, 'osd_target_transaction_size': 36, 'mds_min_caps_per_client': 474, 'rbd_readahead_max_bytes': 663109, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.7361456300513182}"
1777.0,"{'mds_recall_warning_threshold': 75138, 'mds_dir_max_commit_size': 30, 'mds_recall_max_caps': 6945, 'mds_session_cache_liveness_magnitude': 20, 'bluestore_fsck_read_bytes_cap': 87107537, 'osd_tier_default_cache_hit_set_count': 6, 'osd_target_transaction_size': 49, 'mds_min_caps_per_client': 487, 'rbd_readahead_max_bytes': 540139, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.7897347768446746}"
326.0,"{'mds_recall_warning_threshold': 84890, 'mds_dir_max_commit_size': 30, 'mds_recall_max_caps': 6888, 'mds_session_cache_liveness_magnitude': 19, 'bluestore_fsck_read_bytes_cap': 87107261, 'osd_tier_default_cache_hit_set_count': 6, 'osd_target_transaction_size': 41, 'mds_min_caps_per_client': 495, 'rbd_readahead_max_bytes': 1221323, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.2742838657723068}"
1275.0,"{'mds_recall_warning_threshold': 52303, 'mds_dir_max_commit_size': 28, 'mds_recall_max_caps': 7147, 'mds_session_cache_liveness_magnitude': 13, 'bluestore_fsck_read_bytes_cap': 87101031, 'osd_tier_default_cache_hit_set_count': 8, 'osd_target_transaction_size': 41, 'mds_min_caps_per_client': 478, 'rbd_readahead_max_bytes': 524485, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.17526201350624307}"
1763.0,"{'mds_recall_warning_threshold': 65162, 'mds_dir_max_commit_size': 30, 'mds_recall_max_caps': 6468, 'mds_session_cache_liveness_magnitude': 14, 'bluestore_fsck_read_bytes_cap': 87108516, 'osd_tier_default_cache_hit_set_count': 6, 'osd_target_transaction_size': 50, 'mds_min_caps_per_client': 489, 'rbd_readahead_max_bytes': 531294, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.9572789776659963}"
1612.0,"{'mds_recall_warning_threshold': 55181, 'mds_dir_max_commit_size': 28, 'mds_recall_max_caps': 5455, 'mds_session_cache_liveness_magnitude': 12, 'bluestore_fsck_read_bytes_cap': 87107943, 'osd_tier_default_cache_hit_set_count': 8, 'osd_target_transaction_size': 42, 'mds_min_caps_per_client': 491, 'rbd_readahead_max_bytes': 537852, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.6772180434400109}"
316.0,"{'mds_recall_warning_threshold': 85962, 'mds_dir_max_commit_size': 28, 'mds_recall_max_caps': 6322, 'mds_session_cache_liveness_magnitude': 20, 'bluestore_fsck_read_bytes_cap': 87101662, 'osd_tier_default_cache_hit_set_count': 4, 'osd_target_transaction_size': 33, 'mds_min_caps_per_client': 491, 'rbd_readahead_max_bytes': 1226425, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.9263551642818597}"
303.0,"{'mds_recall_warning_threshold': 78454, 'mds_dir_max_commit_size': 23, 'mds_recall_max_caps': 5577, 'mds_session_cache_liveness_magnitude': 18, 'bluestore_fsck_read_bytes_cap': 87108204, 'osd_tier_default_cache_hit_set_count': 5, 'osd_target_transaction_size': 39, 'mds_min_caps_per_client': 487, 'rbd_readahead_max_bytes': 1225014, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.3765046109748149}"
301.0,"{'mds_recall_warning_threshold': 85799, 'mds_dir_max_commit_size': 26, 'mds_recall_max_caps': 7390, 'mds_session_cache_liveness_magnitude': 12, 'bluestore_fsck_read_bytes_cap': 87087731, 'osd_tier_default_cache_hit_set_count': 8, 'osd_target_transaction_size': 30, 'mds_min_caps_per_client': 475, 'rbd_readahead_max_bytes': 1239188, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.18712776023237848}"
1385.0,"{'mds_recall_warning_threshold': 75398, 'mds_dir_max_commit_size': 28, 'mds_recall_max_caps': 6062, 'mds_session_cache_liveness_magnitude': 17, 'bluestore_fsck_read_bytes_cap': 87102768, 'osd_tier_default_cache_hit_set_count': 8, 'osd_target_transaction_size': 41, 'mds_min_caps_per_client': 463, 'rbd_readahead_max_bytes': 550492, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.5739034154000893}"
