failure,smart_1_normalized,smart_1_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_12_normalized,smart_12_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw
0,73.0,21280608.0,90.0,0.0,100.0,13.0,100.0,0.0,87.0,489727919.0,79.0,19083.0,100.0,0.0,100.0,11.0,100.0,276.0,100.0,931.0,24.0,24.0,100.0,0.0,100.0,0.0,200.0,0.0
1,114.0,77042080.0,92.0,0.0,100.0,11.0,100.0,0.0,89.0,5111920238.0,60.0,35628.0,100.0,0.0,100.0,11.0,100.0,2.0,98.0,4176.0,17.0,17.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,0.0,100.0,4.0,100.0,0.0,100.0,0.0,96.0,31265.0,100.0,0.0,100.0,4.0,100.0,308.0,100.0,308.0,250.0,24.0,100.0,0.0,100.0,0.0,200.0,0.0
0,78.0,62234864.0,98.0,0.0,100.0,2.0,100.0,0.0,84.0,251772554.0,99.0,1576.0,100.0,0.0,100.0,2.0,100.0,3.0,100.0,102.0,32.0,32.0,100.0,0.0,100.0,0.0,200.0,0.0
0,74.0,24816688.0,91.0,0.0,100.0,12.0,100.0,0.0,87.0,488034059.0,91.0,8169.0,100.0,0.0,100.0,11.0,100.0,137.0,99.0,3857.0,24.0,24.0,100.0,0.0,100.0,0.0,200.0,0.0
0,76.0,37021056.0,96.0,0.0,100.0,3.0,100.0,0.0,89.0,831886838.0,86.0,12768.0,100.0,0.0,100.0,3.0,100.0,177.0,100.0,678.0,19.0,19.0,100.0,0.0,100.0,0.0,200.0,0.0
0,82.0,174413016.0,84.0,0.0,100.0,11.0,100.0,0.0,92.0,1615668697.0,75.0,22294.0,100.0,0.0,100.0,11.0,100.0,5.0,84.0,32097.0,33.0,33.0,100.0,0.0,100.0,0.0,200.0,0.0
0,117.0,150190400.0,92.0,0.0,100.0,15.0,100.0,0.0,83.0,224474743.0,54.0,40584.0,100.0,0.0,100.0,15.0,100.0,0.0,81.0,38723.0,24.0,24.0,100.0,0.0,100.0,0.0,200.0,0.0
1,73.0,20190288.0,89.0,0.0,100.0,8.0,100.0,4064.0,89.0,746379167.0,83.0,15383.0,100.0,0.0,100.0,8.0,100.0,237.0,100.0,1097.0,29.0,29.0,100.0,176.0,100.0,176.0,200.0,0.0
0,81.0,129097888.0,98.0,0.0,100.0,2.0,100.0,0.0,89.0,808261094.0,92.0,7391.0,100.0,0.0,100.0,2.0,100.0,102.0,100.0,1529.0,25.0,25.0,100.0,0.0,100.0,0.0,200.0,0.0
0,73.0,21952072.0,99.0,0.0,100.0,1.0,100.0,0.0,83.0,205099256.0,90.0,9543.0,100.0,0.0,100.0,1.0,100.0,129.0,100.0,1778.0,29.0,29.0,100.0,0.0,100.0,0.0,200.0,0.0
1,82.0,158172312.0,91.0,0.0,100.0,10.0,100.0,0.0,75.0,30895324.0,90.0,9434.0,100.0,0.0,100.0,9.0,100.0,114.0,97.0,6733.0,31.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0
0,117.0,162716848.0,92.0,0.0,100.0,12.0,100.0,0.0,89.0,855327842.0,59.0,36591.0,100.0,0.0,100.0,12.0,100.0,0.0,93.0,14351.0,27.0,27.0,100.0,0.0,100.0,0.0,200.0,0.0
1,100.0,4.0,94.0,2011.0,100.0,19.0,252.0,0.0,252.0,0.0,100.0,36501.0,252.0,0.0,100.0,21.0,100.0,7.0,0.0,0.0,64.0,26.0,252.0,0.0,252.0,0.0,200.0,0.0
0,117.0,134586824.0,92.0,0.0,100.0,9.0,100.0,0.0,84.0,256333435.0,58.0,37098.0,100.0,0.0,100.0,9.0,100.0,0.0,96.0,9369.0,20.0,20.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,427.0,100.0,9.0,100.0,0.0,100.0,0.0,97.0,25150.0,100.0,0.0,100.0,9.0,100.0,331.0,100.0,331.0,187.0,32.0,100.0,0.0,100.0,0.0,200.0,0.0
1,80.0,112085928.0,92.0,0.0,100.0,6.0,99.0,4065.0,89.0,736756786.0,77.0,20857.0,100.0,0.0,100.0,5.0,100.0,295.0,100.0,1154.0,23.0,23.0,100.0,0.0,100.0,0.0,200.0,0.0
1,84.0,225286984.0,90.0,0.0,100.0,14.0,99.0,6616.0,89.0,772217529.0,77.0,20779.0,100.0,0.0,100.0,12.0,100.0,297.0,100.0,1295.0,20.0,20.0,100.0,0.0,100.0,0.0,200.0,0.0
0,108.0,17340488.0,93.0,0.0,100.0,7.0,100.0,0.0,89.0,858354677.0,61.0,34750.0,100.0,0.0,100.0,7.0,100.0,0.0,96.0,8839.0,19.0,19.0,100.0,0.0,100.0,0.0,200.0,0.0
1,118.0,168616096.0,92.0,0.0,100.0,13.0,100.0,0.0,89.0,875537199.0,58.0,37190.0,100.0,0.0,100.0,13.0,100.0,0.0,96.0,8097.0,18.0,18.0,100.0,0.0,100.0,0.0,200.0,0.0
1,100.0,0.0,100.0,1941.0,100.0,13.0,100.0,0.0,100.0,0.0,53.0,19100.0,100.0,0.0,100.0,13.0,100.0,3.0,100.0,61.0,100.0,28.0,100.0,40.0,100.0,0.0,200.0,0.0
1,117.0,165926200.0,92.0,0.0,100.0,8.0,100.0,0.0,89.0,826498566.0,59.0,36650.0,100.0,0.0,100.0,8.0,100.0,0.0,97.0,6745.0,24.0,24.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,417.0,100.0,8.0,100.0,0.0,100.0,0.0,96.0,32061.0,100.0,0.0,100.0,8.0,100.0,245.0,100.0,245.0,253.0,23.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,0.0,100.0,6163.0,100.0,0.0,100.0,1.0,100.0,677.0,100.0,677.0,181.0,33.0,100.0,0.0,100.0,0.0,200.0,0.0
0,117.0,125275136.0,91.0,0.0,100.0,21.0,100.0,0.0,90.0,960556112.0,55.0,40269.0,100.0,0.0,100.0,21.0,100.0,1.0,18.0,165487.0,22.0,22.0,100.0,0.0,100.0,0.0,200.0,0.0
0,83.0,190179344.0,95.0,0.0,100.0,4.0,100.0,0.0,87.0,536102223.0,86.0,12505.0,100.0,0.0,100.0,4.0,100.0,150.0,99.0,2531.0,22.0,22.0,100.0,0.0,100.0,0.0,200.0,0.0
1,65.0,3520864.0,90.0,0.0,100.0,7.0,100.0,4048.0,79.0,87976511.0,83.0,15530.0,100.0,0.0,100.0,7.0,100.0,207.0,100.0,1105.0,23.0,23.0,100.0,32.0,100.0,32.0,200.0,0.0
0,78.0,57956264.0,89.0,0.0,100.0,11.0,100.0,0.0,88.0,646291882.0,84.0,14444.0,100.0,0.0,100.0,11.0,100.0,200.0,100.0,1079.0,30.0,30.0,100.0,0.0,100.0,0.0,200.0,0.0
1,111.0,33990504.0,93.0,0.0,100.0,18.0,100.0,0.0,89.0,869392468.0,59.0,36186.0,100.0,0.0,100.0,17.0,100.0,1.0,84.0,33721.0,19.0,19.0,100.0,8.0,100.0,8.0,200.0,109.0
0,72.0,15528632.0,92.0,0.0,100.0,6.0,100.0,0.0,89.0,860109351.0,92.0,7385.0,100.0,0.0,100.0,6.0,100.0,96.0,100.0,1512.0,24.0,24.0,100.0,0.0,100.0,0.0,200.0,0.0
1,63.0,46779224.0,86.0,0.0,100.0,7.0,95.0,22984.0,96.0,3958470748.0,66.0,30244.0,100.0,0.0,100.0,6.0,100.0,1.0,87.0,26852.0,42.0,42.0,100.0,16.0,100.0,16.0,200.0,0.0
0,79.0,84111640.0,89.0,0.0,100.0,11.0,100.0,0.0,84.0,230964430.0,80.0,17988.0,100.0,0.0,100.0,10.0,100.0,287.0,100.0,1878.0,31.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,0.0,100.0,3457.0,100.0,0.0,100.0,1.0,100.0,252.0,100.0,252.0,214.0,28.0,100.0,0.0,100.0,0.0,200.0,0.0
1,117.0,133429688.0,92.0,0.0,100.0,16.0,100.0,0.0,80.0,108986433.0,57.0,38228.0,100.0,0.0,100.0,16.0,100.0,0.0,95.0,11194.0,28.0,28.0,100.0,8.0,100.0,8.0,200.0,0.0
1,83.0,203973088.0,89.0,0.0,100.0,8.0,100.0,16.0,93.0,1790976903.0,75.0,22643.0,100.0,0.0,100.0,8.0,100.0,34.0,94.0,13516.0,32.0,32.0,100.0,0.0,100.0,0.0,200.0,0.0
0,120.0,241921840.0,94.0,0.0,100.0,6.0,100.0,0.0,84.0,242883316.0,51.0,42936.0,100.0,0.0,100.0,6.0,100.0,0.0,73.0,54839.0,20.0,20.0,100.0,0.0,100.0,0.0,200.0,0.0
0,117.0,152642112.0,92.0,0.0,100.0,12.0,100.0,0.0,79.0,97904580.0,55.0,39452.0,100.0,0.0,100.0,12.0,100.0,0.0,81.0,38482.0,19.0,19.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,2106832.0,91.0,0.0,100.0,5.0,100.0,0.0,94.0,2789054710.0,70.0,27080.0,100.0,0.0,100.0,5.0,100.0,1.0,85.0,30595.0,34.0,34.0,100.0,0.0,100.0,0.0,200.0,0.0
0,80.0,107125608.0,95.0,0.0,100.0,4.0,100.0,0.0,75.0,35473297.0,91.0,8410.0,100.0,0.0,100.0,4.0,100.0,93.0,100.0,1741.0,19.0,19.0,100.0,0.0,100.0,0.0,200.0,0.0
0,80.0,90118472.0,89.0,0.0,100.0,8.0,100.0,0.0,93.0,2136435809.0,76.0,21802.0,100.0,0.0,100.0,8.0,100.0,56.0,94.0,13469.0,31.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0
1,111.0,40849488.0,91.0,0.0,100.0,17.0,100.0,16.0,84.0,314091471.0,50.0,43885.0,100.0,0.0,100.0,17.0,100.0,0.0,72.0,56892.0,17.0,17.0,98.0,384.0,98.0,384.0,200.0,0.0
0,84.0,243931968.0,95.0,0.0,100.0,4.0,100.0,0.0,91.0,1391397571.0,77.0,20399.0,100.0,0.0,100.0,4.0,100.0,4.0,90.0,21666.0,32.0,32.0,100.0,0.0,100.0,0.0,200.0,0.0
1,74.0,82909342.0,91.0,0.0,100.0,11.0,100.0,56.0,91.0,1153472537.0,75.0,22241.0,100.0,0.0,100.0,11.0,100.0,36.0,89.0,22163.0,42.0,42.0,100.0,8.0,100.0,8.0,200.0,0.0
0,81.0,118511624.0,95.0,0.0,100.0,4.0,100.0,0.0,87.0,479019470.0,86.0,12622.0,100.0,0.0,100.0,4.0,100.0,170.0,99.0,2589.0,23.0,23.0,100.0,0.0,100.0,0.0,200.0,0.0
0,80.0,105308080.0,92.0,0.0,100.0,7.0,100.0,0.0,90.0,958162680.0,82.0,16578.0,100.0,0.0,100.0,6.0,100.0,317.0,100.0,920.0,29.0,29.0,100.0,0.0,100.0,0.0,200.0,0.0
1,83.0,177891168.0,92.0,0.0,100.0,6.0,100.0,96.0,93.0,2054694007.0,71.0,25675.0,100.0,0.0,100.0,6.0,100.0,13.0,86.0,29579.0,33.0,33.0,100.0,0.0,100.0,0.0,200.0,0.0
0,81.0,122800912.0,90.0,0.0,100.0,8.0,100.0,0.0,84.0,280806763.0,98.0,2469.0,100.0,0.0,100.0,8.0,100.0,39.0,100.0,250.0,27.0,27.0,100.0,0.0,100.0,0.0,200.0,66.0
0,100.0,0.0,100.0,7933.0,100.0,3.0,100.0,0.0,100.0,0.0,97.0,1373.0,100.0,0.0,100.0,3.0,100.0,2.0,100.0,77.0,100.0,40.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,7760.0,100.0,2.0,100.0,0.0,100.0,0.0,97.0,1265.0,100.0,0.0,100.0,2.0,100.0,1.0,100.0,8.0,100.0,27.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,435.0,100.0,8.0,100.0,0.0,100.0,0.0,97.0,25152.0,100.0,0.0,100.0,8.0,100.0,410.0,100.0,410.0,193.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0
1,100.0,0.0,100.0,7940.0,100.0,1.0,100.0,0.0,100.0,0.0,100.0,248.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,70.0,100.0,35.0,100.0,0.0,100.0,0.0,200.0,0.0
0,79.0,82023312.0,96.0,0.0,100.0,3.0,100.0,0.0,83.0,191693877.0,90.0,9435.0,100.0,0.0,100.0,3.0,100.0,140.0,100.0,574.0,38.0,38.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,0.0,100.0,3.0,100.0,0.0,100.0,0.0,96.0,32856.0,100.0,0.0,100.0,3.0,100.0,81.0,100.0,81.0,230.0,26.0,100.0,0.0,100.0,0.0,200.0,0.0
1,100.0,0.0,100.0,1387.0,100.0,20.0,100.0,0.0,100.0,0.0,46.0,21932.0,100.0,0.0,100.0,20.0,100.0,4.0,100.0,1687.0,100.0,35.0,100.0,0.0,100.0,0.0,200.0,0.0
1,100.0,0.0,100.0,7826.0,100.0,1.0,100.0,0.0,100.0,0.0,98.0,1111.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,76.0,100.0,27.0,100.0,0.0,100.0,0.0,200.0,0.0
0,82.0,156521528.0,90.0,0.0,100.0,8.0,100.0,0.0,85.0,313256026.0,81.0,17457.0,100.0,0.0,100.0,7.0,100.0,253.0,100.0,869.0,29.0,29.0,100.0,0.0,100.0,0.0,200.0,0.0
0,82.0,142067920.0,91.0,0.0,100.0,5.0,100.0,0.0,96.0,3566500608.0,66.0,30179.0,100.0,0.0,100.0,5.0,100.0,2.0,86.0,28152.0,33.0,33.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,0.0,99.0,9037.0,100.0,0.0,100.0,1.0,100.0,332.0,100.0,332.0,222.0,27.0,100.0,0.0,100.0,0.0,200.0,0.0
0,75.0,28623584.0,91.0,0.0,100.0,7.0,100.0,0.0,92.0,1626629543.0,77.0,20519.0,100.0,0.0,100.0,7.0,100.0,39.0,94.0,12826.0,42.0,42.0,100.0,0.0,100.0,0.0,200.0,0.0
0,67.0,5155880.0,92.0,0.0,100.0,6.0,100.0,0.0,93.0,2058070468.0,76.0,21801.0,100.0,0.0,100.0,6.0,100.0,52.0,95.0,10501.0,36.0,36.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,7646.0,100.0,2.0,100.0,0.0,100.0,0.0,97.0,1367.0,100.0,0.0,100.0,2.0,100.0,1.0,100.0,71.0,100.0,29.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,7996.0,100.0,1.0,100.0,0.0,100.0,0.0,97.0,1265.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,7.0,100.0,33.0,100.0,0.0,100.0,0.0,200.0,0.0
1,79.0,79374528.0,95.0,0.0,100.0,4.0,100.0,0.0,87.0,466146007.0,97.0,2709.0,100.0,0.0,100.0,4.0,100.0,11.0,100.0,250.0,31.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0
1,75.0,214132584.0,91.0,0.0,100.0,9.0,99.0,4968.0,87.0,499749006.0,78.0,19320.0,100.0,0.0,100.0,7.0,100.0,223.0,100.0,1379.0,34.0,34.0,100.0,0.0,100.0,0.0,200.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
