score,parameters
349.0,"{'mds_recall_warning_threshold': 69667, 'mds_dir_max_commit_size': 25, 'mds_recall_max_caps': 6210, 'mds_session_cache_liveness_magnitude': 10, 'bluestore_fsck_read_bytes_cap': 67111415, 'osd_tier_default_cache_hit_set_count': 6, 'osd_target_transaction_size': 31, 'mds_min_caps_per_client': 497, 'rbd_readahead_max_bytes': 1040022, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.6656635085509004}"
349.0,"{'mds_recall_warning_threshold': 84582, 'mds_dir_max_commit_size': 10, 'mds_recall_max_caps': 5115, 'mds_session_cache_liveness_magnitude': 16, 'bluestore_fsck_read_bytes_cap': 68205960, 'osd_tier_default_cache_hit_set_count': 7, 'osd_target_transaction_size': 32, 'mds_min_caps_per_client': 267, 'rbd_readahead_max_bytes': 731271, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.5388857496300697}"
349.0,"{'mds_recall_warning_threshold': 71670, 'mds_dir_max_commit_size': 15, 'mds_recall_max_caps': 7446, 'mds_session_cache_liveness_magnitude': 16, 'bluestore_fsck_read_bytes_cap': 71457230, 'osd_tier_default_cache_hit_set_count': 7, 'osd_target_transaction_size': 49, 'mds_min_caps_per_client': 397, 'rbd_readahead_max_bytes': 881780, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.6474639150955487}"
349.0,"{'mds_recall_warning_threshold': 55838, 'mds_dir_max_commit_size': 22, 'mds_recall_max_caps': 7055, 'mds_session_cache_liveness_magnitude': 10, 'bluestore_fsck_read_bytes_cap': 71288795, 'osd_tier_default_cache_hit_set_count': 5, 'osd_target_transaction_size': 37, 'mds_min_caps_per_client': 219, 'rbd_readahead_max_bytes': 571440, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.31726810710794157}"
349.0,"{'mds_recall_warning_threshold': 41811, 'mds_dir_max_commit_size': 19, 'mds_recall_max_caps': 7632, 'mds_session_cache_liveness_magnitude': 19, 'bluestore_fsck_read_bytes_cap': 78668070, 'osd_tier_default_cache_hit_set_count': 4, 'osd_target_transaction_size': 35, 'mds_min_caps_per_client': 394, 'rbd_readahead_max_bytes': 676829, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.5347549009122882}"
349.0,"{'mds_recall_warning_threshold': 52280, 'mds_dir_max_commit_size': 29, 'mds_recall_max_caps': 5410, 'mds_session_cache_liveness_magnitude': 10, 'bluestore_fsck_read_bytes_cap': 76468564, 'osd_tier_default_cache_hit_set_count': 6, 'osd_target_transaction_size': 49, 'mds_min_caps_per_client': 284, 'rbd_readahead_max_bytes': 1097436, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.34068367407870886}"
349.0,"{'mds_recall_warning_threshold': 34552, 'mds_dir_max_commit_size': 16, 'mds_recall_max_caps': 6428, 'mds_session_cache_liveness_magnitude': 19, 'bluestore_fsck_read_bytes_cap': 76015861, 'osd_tier_default_cache_hit_set_count': 8, 'osd_target_transaction_size': 41, 'mds_min_caps_per_client': 131, 'rbd_readahead_max_bytes': 1004886, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.7603913230937044}"
349.0,"{'mds_recall_warning_threshold': 59978, 'mds_dir_max_commit_size': 22, 'mds_recall_max_caps': 7071, 'mds_session_cache_liveness_magnitude': 13, 'bluestore_fsck_read_bytes_cap': 82434104, 'osd_tier_default_cache_hit_set_count': 4, 'osd_target_transaction_size': 38, 'mds_min_caps_per_client': 489, 'rbd_readahead_max_bytes': 855512, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.514738083336113}"
349.0,"{'mds_recall_warning_threshold': 74663, 'mds_dir_max_commit_size': 11, 'mds_recall_max_caps': 5167, 'mds_session_cache_liveness_magnitude': 14, 'bluestore_fsck_read_bytes_cap': 85463359, 'osd_tier_default_cache_hit_set_count': 8, 'osd_target_transaction_size': 47, 'mds_min_caps_per_client': 383, 'rbd_readahead_max_bytes': 829801, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.2602223858848172}"
349.0,"{'mds_recall_warning_threshold': 75683, 'mds_dir_max_commit_size': 19, 'mds_recall_max_caps': 6948, 'mds_session_cache_liveness_magnitude': 18, 'bluestore_fsck_read_bytes_cap': 80397068, 'osd_tier_default_cache_hit_set_count': 8, 'osd_target_transaction_size': 43, 'mds_min_caps_per_client': 337, 'rbd_readahead_max_bytes': 823355, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.45681120718227164}"
349.0,"{'mds_recall_warning_threshold': 49441, 'mds_dir_max_commit_size': 21, 'mds_recall_max_caps': 6622, 'mds_session_cache_liveness_magnitude': 12, 'bluestore_fsck_read_bytes_cap': 85073173, 'osd_tier_default_cache_hit_set_count': 5, 'osd_target_transaction_size': 37, 'mds_min_caps_per_client': 274, 'rbd_readahead_max_bytes': 1164488, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.42017183747600967}"
349.0,"{'mds_recall_warning_threshold': 54353, 'mds_dir_max_commit_size': 26, 'mds_recall_max_caps': 5550, 'mds_session_cache_liveness_magnitude': 20, 'bluestore_fsck_read_bytes_cap': 67673714, 'osd_tier_default_cache_hit_set_count': 6, 'osd_target_transaction_size': 46, 'mds_min_caps_per_client': 104, 'rbd_readahead_max_bytes': 621822, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.6663519068731772}"
349.0,"{'mds_recall_warning_threshold': 79058, 'mds_dir_max_commit_size': 12, 'mds_recall_max_caps': 7457, 'mds_session_cache_liveness_magnitude': 11, 'bluestore_fsck_read_bytes_cap': 70688310, 'osd_tier_default_cache_hit_set_count': 6, 'osd_target_transaction_size': 32, 'mds_min_caps_per_client': 255, 'rbd_readahead_max_bytes': 1183273, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.5595629699766251}"
349.0,"{'mds_recall_warning_threshold': 71069, 'mds_dir_max_commit_size': 25, 'mds_recall_max_caps': 6986, 'mds_session_cache_liveness_magnitude': 14, 'bluestore_fsck_read_bytes_cap': 75498466, 'osd_tier_default_cache_hit_set_count': 7, 'osd_target_transaction_size': 31, 'mds_min_caps_per_client': 271, 'rbd_readahead_max_bytes': 1222937, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.5577250354370983}"
349.0,"{'mds_recall_warning_threshold': 79023, 'mds_dir_max_commit_size': 23, 'mds_recall_max_caps': 7138, 'mds_session_cache_liveness_magnitude': 16, 'bluestore_fsck_read_bytes_cap': 67517455, 'osd_tier_default_cache_hit_set_count': 5, 'osd_target_transaction_size': 35, 'mds_min_caps_per_client': 359, 'rbd_readahead_max_bytes': 638476, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.5770821525685053}"
349.0,"{'mds_recall_warning_threshold': 39639, 'mds_dir_max_commit_size': 17, 'mds_recall_max_caps': 7793, 'mds_session_cache_liveness_magnitude': 18, 'bluestore_fsck_read_bytes_cap': 75398574, 'osd_tier_default_cache_hit_set_count': 8, 'osd_target_transaction_size': 39, 'mds_min_caps_per_client': 327, 'rbd_readahead_max_bytes': 1081788, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.7977419011548537}"
349.0,"{'mds_recall_warning_threshold': 82500, 'mds_dir_max_commit_size': 23, 'mds_recall_max_caps': 7294, 'mds_session_cache_liveness_magnitude': 17, 'bluestore_fsck_read_bytes_cap': 74845891, 'osd_tier_default_cache_hit_set_count': 8, 'osd_target_transaction_size': 48, 'mds_min_caps_per_client': 255, 'rbd_readahead_max_bytes': 877378, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.5323143656718757}"
349.0,"{'mds_recall_warning_threshold': 82983, 'mds_dir_max_commit_size': 11, 'mds_recall_max_caps': 7759, 'mds_session_cache_liveness_magnitude': 18, 'bluestore_fsck_read_bytes_cap': 78359706, 'osd_tier_default_cache_hit_set_count': 4, 'osd_target_transaction_size': 31, 'mds_min_caps_per_client': 481, 'rbd_readahead_max_bytes': 745933, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.745145521128678}"
349.0,"{'mds_recall_warning_threshold': 81712, 'mds_dir_max_commit_size': 12, 'mds_recall_max_caps': 6217, 'mds_session_cache_liveness_magnitude': 11, 'bluestore_fsck_read_bytes_cap': 67967303, 'osd_tier_default_cache_hit_set_count': 6, 'osd_target_transaction_size': 31, 'mds_min_caps_per_client': 221, 'rbd_readahead_max_bytes': 1118626, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.9692954101336471}"
349.0,"{'mds_recall_warning_threshold': 85630, 'mds_dir_max_commit_size': 20, 'mds_recall_max_caps': 5844, 'mds_session_cache_liveness_magnitude': 18, 'bluestore_fsck_read_bytes_cap': 71863296, 'osd_tier_default_cache_hit_set_count': 8, 'osd_target_transaction_size': 41, 'mds_min_caps_per_client': 254, 'rbd_readahead_max_bytes': 752321, 'client_oc_max_dirty': 104857600, 'mds_cache_reservation': 0.2521222206780843}"
